445675.22,1
444776.12,2
443879.12,3
442983.84,4
442090.53,5
441199.12,6
440309.6,7
439421.9,8
438536.12,9
437652.38,10
436770.25,11
435890.1,12
435011.84,13
434135.47,14
433260.88,15
432388.25,16
431517.28,17
430648.28,18
429781.12,19
428915.72,20
428052.22,21
427190.53,22
426330.62,23
425472.5,24
424616.12,25
423761.62,26
422908.78,27
422057.84,28
421208.66,29
420361.34,30
419515.72,31
418671.84,32
417829.72,33
416989.5,34
416150.9,35
415314.03,36
414478.97,37
413645.53,38
412813.9,39
411983.97,40
411155.88,41
410329.47,42
409504.78,43
408681.66,44
407860.4,45
407040.84,46
406222.88,47
405406.62,48
404592.16,49
403779.38,50
402968.16,51
402158.75,52
401350.88,53
400544.75,54
399740.22,55
398937.4,56
398136.4,57
397336.78,58
396539.03,59
395742.78,60
394948.22,61
394155.28,62
393363.97,63
392574.38,64
391786.28,65
390999.88,66
390215.0,67
389431.84,68
388650.28,69
387870.25,70
387091.9,71
386315.16,72
385540.0,73
384766.38,74
383994.4,75
383223.9,76
382455.12,77
381687.78,78
380922.22,79
380158.03,80
379395.47,81
378634.4,82
377875.0,83
377117.12,84
376360.72,85
375605.9,86
374852.66,87
374101.0,88
373350.84,89
372602.22,90
371855.03,91
371109.4,92
370365.4,93
369622.88,94
368881.88,95
368142.28,96
367404.28,97
366667.75,98
365932.72,99
365199.25,100
364467.16,101
363736.66,102
363007.62,103
362280.03,104
361554.0,105
360829.4,106
360106.25,107
359384.53,108
358664.5,109
357945.75,110
357228.5,111
356512.72,112
355798.34,113
355085.38,114
354374.0,115
353663.97,116
352955.38,117
352248.28,118
351542.66,119
350838.34,120
350135.6,121
349434.16,122
348734.16,123
348035.72,124
347338.47,125
346642.78,126
345948.5,127
345255.53,128
344564.1,129
343874.06,130
343185.3,131
342498.03,132
341812.12,133
341127.6,134
340444.5,135
339762.7,136
339082.34,137
338403.38,138
337725.84,139
337049.5,140
336374.66,141
335701.16,142
335029.03,143
334358.22,144
333688.8,145
333020.75,146
332354.0,147
331688.6,148
331024.66,149
330361.94,150
329700.62,151
329040.6,152
328381.97,153
327724.6,154
327068.62,155
326413.94,156
325760.6,157
325108.53,158
324457.8,159
323808.4,160
323160.34,161
322513.53,162
321868.06,163
321223.9,164
320581.03,165
319939.47,166
319299.22,167
318660.16,168
318022.47,169
317386.1,170
316750.97,171
316117.06,172
315484.44,173
314853.22,174
314223.16,175
313594.44,176
312967.03,177
312340.75,178
311715.88,179
311092.16,180
310469.66,181
309848.56,182
309228.6,183
308609.9,184
307992.5,185
307376.34,186
306761.4,187
306147.72,188
305535.25,189
304924.03,190
304313.97,191
303705.28,192
303097.72,193
302491.38,194
301886.28,195
301282.47,196
300679.75,197
300078.28,198
299478.06,199
298879.03,200
298281.22,201
297684.6,202
297089.22,203
296495.0,204
295901.94,205
295310.16,206
294719.53,207
294130.06,208
293541.78,209
292954.72,210
292368.84,211
291784.2,212
291200.56,213
290618.28,214
290037.1,215
289457.1,216
288878.16,217
288300.5,218
287724.03,219
287148.62,220
286574.4,221
286001.34,222
285429.53,223
284858.7,224
284289.1,225
283720.66,226
283153.3,227
282587.16,228
282022.16,229
